gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
SKTGIJFO_CDS_2962	54940	55143	+	OM870969.1	-38.10672	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2963	55204	55677	+	OM870969.1	-1590.328	3768	151.0	0.511	7.654e-43	3768	222.453293	1.1945069783311138e-65	No_custom_HMM	No_custom_HMM	No_custom_HMM	3768	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2964	55767	56033	+	OM870969.1	-34.06138	5201	173.0	0.928	1.59e-52	5201	184.85408	3.775614651289935e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	5201	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2965	56048	56191	+	OM870969.1	-35.96932	6353	101.0	0.996	2.8310000000000003e-28	6353	112.181473	2.4694535809665775e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	6353	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2966	56191	56478	+	OM870969.1	-270.9914	6871	191.0	0.947	1.4090000000000001e-58	6871	209.55542	9.11281170291132e-63	No_custom_HMM	No_custom_HMM	No_custom_HMM	6871	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2967	56475	56723	+	OM870969.1	-61.80409	5289	154.0	0.942	3.457e-46	5289	178.486404	3.8406917849550994e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	5289	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2968	56794	56922	+	OM870969.1	-13.61317	6265	66.0	0.733	3.211e-16	6265	102.497643	2.036458525379176e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	6265	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2969	56922	57230	+	OM870969.1	-400.7833	2267	91.0	0.473	1.643e-23	2267	116.049301	1.6804653301896655e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	2267	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2970	57261	57512	+	OM870969.1	-12.931	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2971	57559	57705	+	OM870969.1	-5.366825	4323	63.0	0.635	7.36e-15	4323	85.307961	4.431282345760416e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	4323	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2972	57800	57949	+	OM870969.1	-3.537488	14281	119.0	1.0	2.7330000000000003e-34	14281	139.452164	5.956768051538953e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	14281	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2973	57942	58325	+	OM870969.1	-150.2821	7133	261.0	0.968	3.435e-82	7133	291.979797	8.853293133626236e-88	No_custom_HMM	No_custom_HMM	No_custom_HMM	7133	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2974	58401	59072	+	OM870969.1	-3035.739	2554	315.0	0.7	7.0610000000000006e-99	2554	252.393921	2.04688914152375e-74	No_custom_HMM	No_custom_HMM	No_custom_HMM	2554	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2975	59077	59415	+	OM870969.1	-99.37987	5336	193.0	0.832	9.099e-59	5336	223.912415	7.070137606957388e-67	No_custom_HMM	No_custom_HMM	No_custom_HMM	5336	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2976	59415	59783	+	OM870969.1	-661.7764	7542	240.0	0.964	5.409e-75	7542	251.387848	2.168538226021947e-75	No_custom_HMM	No_custom_HMM	No_custom_HMM	7542	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2977	59870	60052	+	OM870969.1	-19.71892	17859	78.0	1.0	6.766e-20	17859	85.679176	3.2487830852290586e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	17859	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2978	60049	60243	+	OM870969.1	-31.30335	6818	139.0	1.0	5.679e-41	6818	161.965332	6.214093976347408e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	6818	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2979	60261	60575	+	OM870969.1	-131.085	4261	95.0	0.466	6.591000000000001e-25	4261	174.081451	1.080347713498068e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	4261	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2980	60572	60796	+	OM870969.1	-11.7974	6913	156.0	0.987	6.111e-47	6913	173.467667	1.999925567058917e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	6913	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2981	60829	61095	+	OM870969.1	-24.43831	4025	106.0	0.61	2.941e-29	4025	139.141632	9.869072520448697e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	4025	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2982	61092	61484	+	OM870969.1	-172.7793	6935	259.0	0.942	1.9259999999999999e-81	6935	289.125336	6.718510599769891e-87	No_custom_HMM	No_custom_HMM	No_custom_HMM	6935	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2983	61599	62183	+	OM870969.1	-16568.51	3303	288.0	0.73	3.682e-90	3303	248.696976	6.620033407245292e-74	No_custom_HMM	No_custom_HMM	No_custom_HMM	3303	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2984	62255	62500	+	OM870969.1	-35.80399	6091	138.0	0.991	8.203e-41	6091	184.969696	3.385857074002059e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	6091	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2985	62512	62841	+	OM870969.1	-419.6324	4261	168.0	0.747	4.819e-50	4261	151.29393	9.859784670618284e-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	4261	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2986	62877	63338	+	OM870969.1	-294.7682	1106	64.0	0.334	2.969e-13	1106	152.00795	4.236033383225914e-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	1106	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	unknown function	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2987	63442	63969	+	OM870969.1	-578.8335	5680	317.0	0.867	3.096e-100	5680	365.146942	9.086550124215068e-110	No_custom_HMM	No_custom_HMM	No_custom_HMM	5680	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2988	63969	64250	+	OM870969.1	-41.74995	6605	136.0	0.913	7.0659999999999996e-40	6605	170.946671	1.0050831266242197e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	6605	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2989	64276	64581	+	OM870969.1	-53.75435	18797	101.0	0.555	1.359e-26	18797	94.357483	1.2219116399857155e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	18797	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2990	64557	64649	+	OM870969.1	-0.1135359	6876	51.0	0.956	1.982e-10	6876	50.09771	5.278364322865594e-13	No_custom_HMM	No_custom_HMM	No_custom_HMM	6876	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2991	64704	65156	+	OM870969.1	-4010.562	7753	263.0	0.842	3.416e-82	3968	341.142914	4.941364173356258e-102	No_custom_HMM	No_custom_HMM	No_custom_HMM	7753	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2992	65171	65401	+	OM870969.1	-26.09963	3968	103.0	0.649	4.206e-28	3968	141.926254	3.7313045968470966e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	3968	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2993	65398	65688	+	OM870969.1	-121.0355	5746	160.0	0.813	1.4399999999999998e-47	5746	179.436737	2.0503879325775023e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	5746	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2994	65784	66050	+	OM870969.1	-18.11834	11201	191.0	1.0	1.3670000000000001e-58	11201	209.279739	1.203733516420936e-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	11201	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2995	66150	66344	+	OM870969.1	-21.44911	4310	96.0	0.723	4.6460000000000005e-26	4310	133.76387	4.320952242097611e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	4310	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2996	66394	66528	+	OM870969.1	-1.70401	13569	96.0	1.0	2.1670000000000002e-26	13569	101.882133	2.2164134613384255e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	13569	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2997	66560	66718	+	OM870969.1	-12.9687	9686	117.0	1.0	8.273e-34	9686	142.557449	4.763257285689751e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	9686	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2998	66951	66802	-	OM870969.1	-0.09265564	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_2999	67193	67074	-	OM870969.1	-1.688784	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3000	67163	67447	+	OM870969.1	-41.64479	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3001	67500	68153	+	OM870969.1	-3711.991	953	152.0	0.417	6.313e-43	953	238.686035	2.923493963454281e-70	No_custom_HMM	No_custom_HMM	No_custom_HMM	953	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3002	68269	68397	+	OM870969.1	-3.421542	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3003	68507	68409	-	OM870969.1	-0.1697557	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3004	68655	68777	+	OM870969.1	-0.4969389	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3005	69169	68903	-	OM870969.1	-176.4446	7340	181.0	0.966	2.7070000000000002e-55	7340	203.52095	6.530927049160203e-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	7340	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3006	69573	69169	-	OM870969.1	-641.776	7262	268.0	0.944	2.245e-84	7262	292.355835	7.669137941835268e-88	No_custom_HMM	No_custom_HMM	No_custom_HMM	7262	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3007	69985	69563	-	OM870969.1	-4998.705	6773	287.0	0.968	4.1699999999999997e-91	6773	319.731232	2.9092144466510686e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	6773	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3008	70688	70002	-	OM870969.1	-154072.5	7453	437.0	0.896	4.047e-141	7453	482.8815	2.482695343746938e-145	No_custom_HMM	No_custom_HMM	No_custom_HMM	7453	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3009	70969	70691	-	OM870969.1	-33.59096	7742	189.0	0.963	8.104e-58	7742	204.095642	4.901615383109044e-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	7742	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3010	71268	70957	-	OM870969.1	-449.3452	7430	207.0	0.948	4.899e-64	7430	222.875961	1.2587930655506825e-66	No_custom_HMM	No_custom_HMM	No_custom_HMM	7430	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3011	71630	71268	-	OM870969.1	-674.7689	2614	126.0	0.556	1.318e-35	2614	130.841125	4.461149878430315e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	2614	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3012	71913	71620	-	OM870969.1	-2118.985	2614	123.0	0.601	1.2080000000000001e-34	2614	119.925873	1.1100728018918293e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	2614	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3013	72184	71969	-	OM870969.1	-8.208188	7178	145.0	0.97	3.7170000000000004e-43	7178	167.258194	2.198670531262133e-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	7178	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3014	72522	72181	-	OM870969.1	-170.7593	6967	237.0	0.983	9.506e-74	6967	261.608398	1.3298909315330572e-78	No_custom_HMM	No_custom_HMM	No_custom_HMM	6967	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3015	73027	72524	-	OM870969.1	-3228.8	3360	177.0	0.567	1.948e-52	3360	269.642334	1.5334108173690394e-80	No_custom_HMM	No_custom_HMM	No_custom_HMM	3360	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3016	73445	73014	-	OM870969.1	-250.772	6932	284.0	1.0	3.452e-90	6932	294.176849	1.4315506684543435e-88	No_custom_HMM	No_custom_HMM	No_custom_HMM	6932	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3017	73992	73411	-	OM870969.1	-130.579	768	170.0	0.475	3.734e-49	768	231.663696	1.0231987505131996e-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	768	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DprA-like DNA recombination-mediator protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3018	74300	73989	-	OM870969.1	-559.7889	8023	170.0	0.781	5.97e-51	8023	184.739944	7.814487700393394e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	8023	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3019	74451	74302	-	OM870969.1	-34.08235	6391	88.0	0.845	1.1159999999999999e-23	6391	118.307808	2.242574955641814e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	6391	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3020	74942	74463	-	OM870969.1	-1255.599	335	104.0	0.38	2.189e-27	335	206.630692	1.4364421135423617e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	335	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	phosphatase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3021	75136	74939	-	OM870969.1	-3.222253	6997	139.0	0.996	4.3539999999999997e-41	6997	162.739456	2.9949910756683123e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	6997	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3022	76836	75148	-	OM870969.1	-145559700000.0	448	528.0	0.508	1.117e-167	448	641.627563	1.846945277757328e-192	No_custom_HMM	No_custom_HMM	No_custom_HMM	448	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	nicotinamide phosphoribosyl transferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3023	77111	76893	-	OM870969.1	-5.307731	7663	152.0	0.998	1.797e-45	7663	174.565323	6.499422508387759e-52	No_custom_HMM	No_custom_HMM	No_custom_HMM	7663	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3024	77974	77108	-	OM870969.1	-499982.1	619	225.0	0.432	2.759e-66	619	321.747589	6.626178712035207e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	619	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	ribose-phosphate pyrophosphokinase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3025	78400	77984	-	OM870969.1	-2751.269	2071	142.0	0.542	9.281999999999999e-41	2071	184.433578	7.396178072441469e-54	No_custom_HMM	No_custom_HMM	No_custom_HMM	2071	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	ATPase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3026	79328	78411	-	OM870969.1	-5986521.0	562	161.0	0.337	3.351e-43	562	229.207031	1.4432640124908176e-67	No_custom_HMM	No_custom_HMM	No_custom_HMM	562	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	RNA ligase and tail fiber protein attachment catalyst	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3027	79747	79340	-	OM870969.1	-54.47753	944	76.0	0.326	1.003e-17	944	123.070854	2.897702826941101e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	944	ab initio prediction:PHANOTATE:1.6.7	CDS	#ff59f5	membrane protein	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3028	80019	79744	-	OM870969.1	-731.3753	2339	82.0	0.546	1.5330000000000003e-20	2339	112.43924	1.5601793274603776e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	2339	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3029	80257	80021	-	OM870969.1	-344.5714	5447	118.0	0.758	1.341e-33	5447	139.819244	4.35856839353615e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	5447	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_3030	80824	80270	-	OM870969.1	-16490.17	547	170.0	0.496	2.726e-49	547	206.712555	5.7224037377376076e-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	547	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	phosphoesterase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
